Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides IEF1_1	Peptides IEF1_2	Peptides IEF2_1	Peptides IEF2_2	Razor + unique peptides IEF1_1	Razor + unique peptides IEF1_2	Razor + unique peptides IEF2_1	Razor + unique peptides IEF2_2	Unique peptides IEF1_1	Unique peptides IEF1_2	Unique peptides IEF2_1	Unique peptides IEF2_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Fraction 19	Fraction 20	Fraction 21	Fraction 22	Fraction 23	Fraction 24	Q-value	Score	Identification type IEF1_1	Identification type IEF1_2	Identification type IEF2_1	Identification type IEF2_2	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/L IEF1_1	Ratio H/L IEF1_2	Ratio H/L IEF2_1	Ratio H/L IEF2_2	Ratio H/L normalized IEF1_1	Ratio H/L normalized IEF1_2	Ratio H/L normalized IEF2_1	Ratio H/L normalized IEF2_2	Ratio H/L variability [%] IEF1_1	Ratio H/L variability [%] IEF1_2	Ratio H/L variability [%] IEF2_1	Ratio H/L variability [%] IEF2_2	Ratio H/L count IEF1_1	Ratio H/L count IEF1_2	Ratio H/L count IEF2_1	Ratio H/L count IEF2_2	Ratio H/L iso-count IEF1_1	Ratio H/L iso-count IEF1_2	Ratio H/L iso-count IEF2_1	Ratio H/L iso-count IEF2_2	Ratio H/L type IEF1_1	Ratio H/L type IEF1_2	Ratio H/L type IEF2_1	Ratio H/L type IEF2_2	Sequence coverage IEF1_1 [%]	Sequence coverage IEF1_2 [%]	Sequence coverage IEF2_1 [%]	Sequence coverage IEF2_2 [%]	Intensity	Intensity L	Intensity H	Intensity IEF1_1	Intensity L IEF1_1	Intensity H IEF1_1	Intensity IEF1_2	Intensity L IEF1_2	Intensity H IEF1_2	Intensity IEF2_1	Intensity L IEF2_1	Intensity H IEF2_1	Intensity IEF2_2	Intensity L IEF2_2	Intensity H IEF2_2	Only identified by site	Reverse	Potential contaminant	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	genename	Fastas	Human_GN	UniprotID	Normalized Ratio L/H	Normalized Ratio L/H IEF1_1	Normalized Ratio L/H IEF1_2	Normalized Ratio L/H IEF2_1	Normalized Ratio L/H IEF2_2	significant
A4FV37;Q969G5;Q9Z1H9	A4FV37;Q969G5;Q9Z1H9	1;1;1	1;1;1	1;1;1	Protein kinase C delta-binding protein	PRKCDBP;Prkcdbp	sp|A4FV37|PRDBP_BOVIN Protein kinase C delta-binding protein OS=Bos taurus GN=PRKCDBP PE=2 SV=1;sp|Q969G5|PRDBP_HUMAN Protein kinase C delta-binding protein OS=Homo sapiens GN=PRKCDBP PE=1 SV=3;sp|Q9Z1H9|PRDBP_RAT Protein kinase C delta-binding protein OS=	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.8	5.8	5.8	27.487	260	260;261;263	24.0																								5.0	0.005502399999999999	5.9515	By matching	By MS/MS	By MS/MS	By MS/MS	1.0478	1.436	17.96	5	0	Median		1.0392				1.4317				0.42276			1	2	1	1	0	0	0	0	Median	Median	Median	Median	5.8	5.8	5.8	5.8	288540000	135570000	152960000	22734000	12157000	10578000	132510000	64993000	67514000	74773000	33537000	41235000	58521000	24887000	33634000				18053	True	19296	116855;116856;116857;116858;116859	98355;98356;98357	98356			PRKCDBP	['sp|A4FV37|PRDBP_BOVIN Protein kinase C delta-binding protein OS=Bos taurus GN=PRKCDBP PE=2 SV=1', 'sp|Q969G5|PRDBP_HUMAN Protein kinase C delta-binding protein OS=Homo sapiens GN=PRKCDBP PE=1 SV=3', 'sp|Q9Z1H9|PRDBP_RAT Protein kinase C delta-binding protein OS=']	CAVIN3	A4FV37	-0.559472339087586		-0.5067506666986114			True
Q5RDD0;A4IFL0;Q9WTQ8;O35093;O14925;Q5SRD1	Q5RDD0;A4IFL0;Q9WTQ8;O35093;O14925;Q5SRD1	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B	Timm23;TIMM23;TIMM23B	sp|Q5RDD0|TIM23_PONAB Mitochondrial import inner membrane translocase subunit Tim23 OS=Pongo abelii GN=TIMM23 PE=2 SV=1;sp|A4IFL0|TIM23_BOVIN Mitochondrial import inner membrane translocase subunit Tim23 OS=Bos taurus GN=TIMM23 PE=2 SV=1;sp|Q9WTQ8|TIM23_MO	6	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	8.1	8.1	8.1	21.985	209	209;209;209;209;209;257	1.0	2.0																								0.0072727	5.8743	By matching		By MS/MS		0.50338	0.7108	0.53474	2	0	Median													1	0	1	0	0	0	0	0	Median	Median	Median	Median	8.1	0.0	8.1	0.0	51692000	29628000	22064000	30322000	16418000	13904000	0	0	0	21370000	13209000	8160100	0	0	0				23157	True	24706	150402;150403	127679	127679			Timm23	['sp|Q5RDD0|TIM23_PONAB Mitochondrial import inner membrane translocase subunit Tim23 OS=Pongo abelii GN=TIMM23 PE=2 SV=1', 'sp|A4IFL0|TIM23_BOVIN Mitochondrial import inner membrane translocase subunit Tim23 OS=Bos taurus GN=TIMM23 PE=2 SV=1', 'sp|Q9WTQ8|TIM23_MO']	TIMM23	Q5RDD0	0.49817122559811305					True
A5A6I0;P11310;Q8HXY8;A8WP91;A8XNF0;Q3SZB4;Q22347;Q9VSA3;P45952;P08503	A5A6I0;P11310;Q8HXY8	7;7;6;1;1;1;1;1;1;1	7;7;6;1;1;1;1;1;1;1	7;7;6;1;1;1;1;1;1;1	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	sp|A5A6I0|ACADM_PANTR Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Pan troglodytes GN=ACADM PE=2 SV=1;sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1;sp|Q8HXY8|ACADM_MAC	10	7	7	7	6	6	3	5	6	6	3	5	6	6	3	5	24.2	24.2	24.2	46.607	421	421;421;421;408;417;421;417;419;421;421	14.1	4.0		1.0	3.0		2.0							1.0	2.0	2.0	4.0	4.0	6.0	6.0	4.0	1.0	1.0			0.0	41.53	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.91522	1.2977	4.5589	40	0	Leave out requantified	0.91659	0.9334399999999999	0.8715799999999999	0.8376399999999999	1.2639	1.2964	1.3137	1.2453	6.3209	3.8196	10.780999999999999	11.285	14	10	5	11	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	21.4	24.2	7.6	17.3	3118800000	1581200000	1537600000	1464800000	769920000	694890000	1159300000	544590000	614720000	194930000	106490000	88448000	299770000	160190000	139580000				278;562;619;620;4623;10121;16596	True;True;True;True;True;True;True	288;584;650;651;4850;10666;17768	2278;2279;2280;4044;4045;4046;4626;4627;4628;4629;4630;4631;4632;4633;4634;4635;4636;4637;4638;4639;4640;32091;67637;67638;67639;67640;67641;67642;67643;67644;67645;67646;67647;67648;67649;67650;67651;67652;67653;109137;109138	1816;3383;3931;3932;3933;3934;3935;3936;27285;57159;57160;57161;57162;57163;57164;57165;57166;57167;57168;57169;57170;57171;57172;57173;57174;57175;57176;57177;57178;57179;57180;92036	1816;3383;3931;3934;27285;57161;92036			ACADM	['sp|A5A6I0|ACADM_PANTR Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Pan troglodytes GN=ACADM PE=2 SV=1', 'sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1', 'sp|Q8HXY8|ACADM_MAC']	ACADM	A5A6I0	-0.36429945627902705	-0.32583291191342173	-0.3519065272615455	-0.3668659674900148	-0.3149308896294808	True
Q9TT37;Q5R8S8;Q4R4V5;P06583;P05028;P05027;A5A6J8;Q9JM72;P05026;P14094;P07340	Q9TT37;Q5R8S8;Q4R4V5;P06583;P05028;P05027;A5A6J8;Q9JM72;P05026;P14094;P07340	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	Sodium/potassium-transporting ATPase subunit beta-1	ATP1B1;Atp1b1	sp|Q9TT37|AT1B1_RABIT Sodium/potassium-transporting ATPase subunit beta-1 OS=Oryctolagus cuniculus GN=ATP1B1 PE=1 SV=1;sp|Q5R8S8|AT1B1_PONAB Sodium/potassium-transporting ATPase subunit beta-1 OS=Pongo abelii GN=ATP1B1 PE=2 SV=1;sp|Q4R4V5|AT1B1_MACFA Sodiu	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.6	3.6	3.6	34.94	303	303;303;303;303;303;303;303;306;303;304;304	3.0			4.0																						0.0065545	5.8884	By MS/MS	By matching	By MS/MS	By MS/MS	0.9823200000000001	1.3993	25.921999999999997	4	0	Median													1	1	1	1	0	0	0	0	Median	Median	Median	Median	3.6	3.6	3.6	3.6	310800000	140990000	169810000	107210000	53673000	53534000	42652000	22033000	20619000	32879000	16780000	16100000	128060000	48501000	79556000				2110	True	2227	16637;16638;16639;16640	14329;14330;14331	14329			ATP1B1	['sp|Q9TT37|AT1B1_RABIT Sodium/potassium-transporting ATPase subunit beta-1 OS=Oryctolagus cuniculus GN=ATP1B1 PE=1 SV=1', 'sp|Q5R8S8|AT1B1_PONAB Sodium/potassium-transporting ATPase subunit beta-1 OS=Pongo abelii GN=ATP1B1 PE=2 SV=1', 'sp|Q4R4V5|AT1B1_MACFA Sodiu']	ATP1B1	Q9TT37	-0.466373949695405					True
A5GFZ5;Q1JQ93;Q9WU83;O70152;O60762;O14466	A5GFZ5;Q1JQ93;Q9WU83;O70152;O60762	3;3;3;3;3;1	3;3;3;3;3;1	3;3;3;3;3;1	Dolichol-phosphate mannosyltransferase subunit 1	Dpm1;DPM1	sp|A5GFZ5|DPM1_PIG Dolichol-phosphate mannosyltransferase subunit 1 OS=Sus scrofa GN=DPM1 PE=3 SV=1;sp|Q1JQ93|DPM1_BOVIN Dolichol-phosphate mannosyltransferase subunit 1 OS=Bos taurus GN=DPM1 PE=2 SV=1;sp|Q9WU83|DPM1_CRIGR Dolichol-phosphate mannosyltransf	6	3	3	3	3	2	2	2	3	2	2	2	3	2	2	2	12.7	12.7	12.7	29.471	259	259;260;266;260;260;236	14.8	3.0													2.0	2.0	5.0	6.0	2.0	3.0	1.0					0.0	17.91	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.90727	1.2658	8.1747	15	0	Leave out requantified	0.90727	0.9160299999999999	0.73242	0.82729	1.2658	1.2482	1.0768	1.2148	18.477	10.661	3.8249	9.5222	3	5	2	5	0	0	0	0	Median	Leave out requantified	Median	Median	12.7	8.5	8.5	8.5	765330000	508840000	256490000	258030000	191100000	66933000	355750000	211720000	144030000	48369000	32260000	16108000	103180000	73756000	29423000				3959;11910;23342	True;True;True	4158;12538;24904	28503;28504;28505;79064;79065;79066;79067;79068;79069;79070;79071;79072;79073;79074;79075;79076;79077;79078;79079;79080;151588;151589;151590;151591	24280;24281;24282;66491;66492;66493;66494;66495;66496;66497;128708;128709;128710;128711	24281;66493;128708			Dpm1	['sp|A5GFZ5|DPM1_PIG Dolichol-phosphate mannosyltransferase subunit 1 OS=Sus scrofa GN=DPM1 PE=3 SV=1', 'sp|Q1JQ93|DPM1_BOVIN Dolichol-phosphate mannosyltransferase subunit 1 OS=Bos taurus GN=DPM1 PE=2 SV=1', 'sp|Q9WU83|DPM1_CRIGR Dolichol-phosphate mannosyltransf']	DPM1	A5GFZ5	-0.35171283212805626	-0.3110883209705544	-0.32474408329889537	-0.11590406290394799	-0.2969936958455814	True
A6LM32;Q7V9G2;Q3B577;B4SDA0;B0RBI1;A5CM86;Q7N8Y4;B4F2V5;Q8DH10	A6LM32;Q7V9G2;Q3B577;B4SDA0;B0RBI1;A5CM86;Q7N8Y4;B4F2V5;Q8DH10	2;2;2;2;1;1;1;1;1	2;2;2;2;1;1;1;1;1	2;2;2;2;1;1;1;1;1			sp|A6LM32|DNAK_THEM4 Chaperone protein DnaK OS=Thermosipho melanesiensis (strain BI429 / DSM 12029) GN=dnaK PE=3 SV=1;sp|Q7V9G2|DNAK2_PROMA Chaperone protein dnaK2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dnaK2 PE=3 SV=1;sp|Q3B577|DNA	9	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2.9	2.9	2.9	66.238	596	596;633;637;640;623;623;636;641;680	12.7			4.0															1.0	3.0	2.0					0.0	11.661	By MS/MS	By matching	By MS/MS	By MS/MS	0.8783	1.2883	21.441999999999997	10	0	Leave out requantified	0.86418		0.99624	0.8617600000000001	1.1883		1.5277	1.2779	7.2584		19.954	21.1	2	1	3	4	0	0	0	0	Median	Median	Median	Leave out requantified	2.9	2.7	2.9	2.9	1975500000	1092800000	882650000	817100000	440620000	376480000	547840000	299460000	248380000	159460000	89644000	69819000	451060000	263090000	187970000				9130;9131	True;True	9603;9604	60535;60536;60537;60538;60539;60540;60541;60542;60543;60544	51255;51256;51257;51258;51259;51260;51261	51255;51259				['sp|A6LM32|DNAK_THEM4 Chaperone protein DnaK OS=Thermosipho melanesiensis (strain BI429 / DSM 12029) GN=dnaK PE=3 SV=1', 'sp|Q7V9G2|DNAK2_PROMA Chaperone protein dnaK2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dnaK2 PE=3 SV=1', 'sp|Q3B577|DNA']		A6LM32	-0.3048946808354118	-0.24088820847456874		-0.5597262137126894	-0.3558866873467128	True
O41515;Q9GZQ8;Q9CQV6;A6NCE7;Q62625	O41515;Q9GZQ8;Q9CQV6;A6NCE7;Q62625	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;Map1lc3b;MAP1LC3B2	sp|O41515|MLP3B_BOVIN Microtubule-associated proteins 1A/1B light chain 3B OS=Bos taurus GN=MAP1LC3B PE=1 SV=4;sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens GN=MAP1LC3B PE=1 SV=3;sp|Q9CQV6|MLP3B_MOUSE Microtubul	5	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	11.2	11.2	11.2	14.704	125	125;125;125;125;142	13.0													2.0												0.0056444	5.9374	By MS/MS	By matching			0.55401	0.76564	0.81097	2	0	Median													1	1	0	0	0	0	0	0	Median	Median	Median	Median	11.2	11.2	0.0	0.0	180820000	114140000	66673000	54840000	32655000	22185000	125980000	81487000	44489000	0	0	0	0	0	0				5706	True	5973	38196;38197	32432	32432			MAP1LC3B	['sp|O41515|MLP3B_BOVIN Microtubule-associated proteins 1A/1B light chain 3B OS=Bos taurus GN=MAP1LC3B PE=1 SV=4', 'sp|Q9GZQ8|MLP3B_HUMAN Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens GN=MAP1LC3B PE=1 SV=3', 'sp|Q9CQV6|MLP3B_MOUSE Microtubul']	MAP1LC3B	O41515	0.35990710545322036					True
A6NIH7;Q8C4B4	A6NIH7;Q8C4B4	2;1	2;1	2;1	Protein unc-119 homolog B	UNC119B;Unc119b	sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens GN=UNC119B PE=1 SV=1;sp|Q8C4B4|U119B_MOUSE Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=1 SV=1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12.0	12.0	12.0	28.136	251	251;251	16.5				4.0															3.0	4.0	4.0	2.0			0.0	11.937000000000001	By MS/MS	By MS/MS	By matching	By matching	0.89418	1.2603	10.345999999999998	17	0	Leave out requantified	0.8488600000000001	0.86192	0.9532	0.99905	1.1792	1.1805	1.4234	1.4607	19.750999999999998	20.412	8.7439	18.611	4	4	4	5	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	12.0	12.0	12.0	12.0	652910000	344600000	308310000	235100000	126520000	108580000	291060000	152120000	138940000	46784000	24739000	22045000	79964000	41217000	38747000				10;12750	True;True	10;13433	250;251;252;253;254;255;256;257;258;259;260;261;262;84736;84737;84738;84739	196;197;198;199;200;70984	200;70984			UNC119B	['sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens GN=UNC119B PE=1 SV=1', 'sp|Q8C4B4|U119B_MOUSE Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=1 SV=1']	UNC119B	A6NIH7	-0.33074615476221814	-0.21508299984209403	-0.2369032062024636	-0.49601182746555866	-0.5691574355642667	True
Q5RAV5;A6QLV3;Q1L8Y7;Q9UQ13;Q6AYI5;O88520	Q5RAV5;A6QLV3;Q1L8Y7;Q9UQ13;Q6AYI5;O88520	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Leucine-rich repeat protein SHOC-2	shoc2;SHOC2;Shoc2	sp|Q5RAV5|SHOC2_PONAB Leucine-rich repeat protein SHOC-2 OS=Pongo abelii GN=SHOC2 PE=2 SV=2;sp|A6QLV3|SHOC2_BOVIN Leucine-rich repeat protein SHOC-2 OS=Bos taurus GN=SHOC2 PE=2 SV=1;sp|Q1L8Y7|SHOC2_DANRE Leucine-rich repeat protein SHOC-2 OS=Danio rerio GN	6	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	4.6	4.6	4.6	64.887	582	582;582;561;582;582;582	6.0						2.0																			0.00085519	6.3399	By MS/MS	By MS/MS			0.88194	1.213	2.9113	2	0	Median													1	1	0	0	0	0	0	0	Median	Median	Median	Median	4.6	4.6	0.0	0.0	86610000	44917000	41693000	61137000	32776000	28361000	25474000	12142000	13332000	0	0	0	0	0	0				16420	True	17578	108221;108222	91261;91262;91263;91264	91264			shoc2	['sp|Q5RAV5|SHOC2_PONAB Leucine-rich repeat protein SHOC-2 OS=Pongo abelii GN=SHOC2 PE=2 SV=2', 'sp|A6QLV3|SHOC2_BOVIN Leucine-rich repeat protein SHOC-2 OS=Bos taurus GN=SHOC2 PE=2 SV=1', 'sp|Q1L8Y7|SHOC2_DANRE Leucine-rich repeat protein SHOC-2 OS=Danio rerio GN']	SHOC2	Q5RAV5	-0.3108613870052885					True
A7IH44	A7IH44	1	1	1			sp|A7IH44|DAPE_XANP2 Succinyl-diaminopimelate desuccinylase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=dapE PE=3 SV=2	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	2.4	2.4	2.4	39.788000000000004	375	375	1.0	2.0																								0.0016675999999999998	6.1796	By matching	By MS/MS			1.258	1.7497	41.673	2	0	Median													1	1	0	0	0	0	0	0	Median	Median	Median	Median	2.4	2.4	0.0	0.0	30750000	12463000	18286000	4518600	2260500	2258100	26231000	10203000	16028000	0	0	0	0	0	0				14030	True	14780	93289;93290	78101	78101	86	1		['sp|A7IH44|DAPE_XANP2 Succinyl-diaminopimelate desuccinylase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=dapE PE=3 SV=2']		A7IH44	-0.8232408941851779					True
Q5R705;A7YY49;Q64310;O15260;Q800K9;O57590;Q7SZQ7	Q5R705;A7YY49;Q64310;O15260;Q800K9;O57590;Q7SZQ7	2;2;2;2;1;1;1	2;2;2;2;1;1;1	2;2;2;2;1;1;1	Surfeit locus protein 4	Surf4;SURF4;surf4	sp|Q5R705|SURF4_PONAB Surfeit locus protein 4 OS=Pongo abelii GN=SURF4 PE=2 SV=1;sp|A7YY49|SURF4_BOVIN Surfeit locus protein 4 OS=Bos taurus GN=SURF4 PE=2 SV=1;sp|Q64310|SURF4_MOUSE Surfeit locus protein 4 OS=Mus musculus GN=Surf4 PE=2 SV=1;sp|O15260|SURF4	7	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	11.5	11.5	11.5	30.394000000000002	269	269;269;269;269;269;269;269	2.7	4.0		2.0	3.0	1.0																				0.0	11.915999999999999	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.96945	1.3895	9.1262	10	0	Leave out requantified	1.0086	1.067	0.80381	0.9707	1.3864	1.4993	1.2029	1.4366	21.656	12.48	4.6074	13.852	3	3	2	2	0	0	0	0	Median	Median	Median	Median	11.5	11.5	4.8	11.5	501520000	270030000	231490000	323760000	175810000	147950000	79680000	40336000	39343000	19367000	10846000	8520900	78718000	43041000	35677000				7136;11393	True;True	7489;12005	48113;48114;48115;48116;75686;75687;75688;75689;75690;75691	40858;40859;63663;63664;63665;63666;63667;63668;63669;63670	40858;63666			Surf4	['sp|Q5R705|SURF4_PONAB Surfeit locus protein 4 OS=Pongo abelii GN=SURF4 PE=2 SV=1', 'sp|A7YY49|SURF4_BOVIN Surfeit locus protein 4 OS=Bos taurus GN=SURF4 PE=2 SV=1', 'sp|Q64310|SURF4_MOUSE Surfeit locus protein 4 OS=Mus musculus GN=Surf4 PE=2 SV=1', 'sp|O15260|SURF4']	SURF4	Q5R705	-0.4473473694176216	-0.46383859121834814	-0.5448375069625176	-0.25008740165534094	-0.5276260443455855	True
A7Z061;Q4V8A2;P30260;A2A6Q5	A7Z061;Q4V8A2;P30260;A2A6Q5	2;2;2;1	2;2;2;1	2;2;2;1	Cell division cycle protein 27 homolog	Cdc27;CDC27	sp|A7Z061|CDC27_BOVIN Cell division cycle protein 27 homolog OS=Bos taurus GN=CDC27 PE=2 SV=1;sp|Q4V8A2|CDC27_RAT Cell division cycle protein 27 homolog OS=Rattus norvegicus GN=Cdc27 PE=2 SV=1;sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS	4	2	2	2	0	1	2	1	0	1	2	1	0	1	2	1	3.2	3.2	3.2	91.869	825	825;824;824;825	2.25		3.0	1.0																						0.0	11.607000000000001		By matching	By MS/MS	By matching	0.51494	0.73848	14.744000000000002	4	0	Leave out requantified			0.5416				0.8024100000000001				26.485		0	1	2	1	0	0	0	0	Median	Median	Median	Median	0.0	1.2	3.2	1.2	190620000	116860000	73759000	0	0	0	88553000	54815000	33739000	32218000	19763000	12455000	69847000	42282000	27565000				6527;17599	True;True	6844;18815	43395;114368;114369;114370	36872;96156	36872;96156			Cdc27	['sp|A7Z061|CDC27_BOVIN Cell division cycle protein 27 homolog OS=Bos taurus GN=CDC27 PE=2 SV=1', 'sp|Q4V8A2|CDC27_RAT Cell division cycle protein 27 homolog OS=Rattus norvegicus GN=Cdc27 PE=2 SV=1', 'sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS']	CDC27	A7Z061	0.46541478139105374			0.31953938514971575		True
B0SSW2;B0SB40	B0SSW2;B0SB40	1;1	1;1	1;1			sp|B0SSW2|RS6_LEPBP 30S ribosomal protein S6 OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris) GN=rpsF PE=3 SV=1;sp|B0SB40|RS6_LEPBA 30S ribosomal protein S6 OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames) GN=rpsF PE=3 S	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	11.0	11.0	11.0	10.429	91	91;91	3.75			1.0	3.0																					0.0061827	5.9199	By MS/MS	By MS/MS	By matching		0.5736	0.81377	14.659	4	0	Median		0.5514399999999999				0.8012100000000001				1.3475			1	2	1	0	0	0	0	0	Median	Median	Median	Median	11.0	11.0	11.0	0.0	92013000	53062000	38951000	33877000	20205000	13672000	56442000	31990000	24452000	1693700	866850	826840	0	0	0				17261	True	18459	112514;112515;112516;112517	94713;94714	94714				['sp|B0SSW2|RS6_LEPBP 30S ribosomal protein S6 OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris) GN=rpsF PE=3 SV=1', 'sp|B0SB40|RS6_LEPBA 30S ribosomal protein S6 OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames) GN=rpsF PE=3 S']		B0SSW2	0.30977409887956897		0.40744684365855827			True
Q95KB0;Q96BW1;B1AVZ0;Q5ZIJ8;Q32LA4	Q95KB0;Q96BW1;B1AVZ0;Q5ZIJ8;Q32LA4	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	Uracil phosphoribosyltransferase homolog	UPRT;Uprt	sp|Q95KB0|UPP_MACFA Uracil phosphoribosyltransferase homolog OS=Macaca fascicularis GN=UPRT PE=2 SV=1;sp|Q96BW1|UPP_HUMAN Uracil phosphoribosyltransferase homolog OS=Homo sapiens GN=UPRT PE=2 SV=1;sp|B1AVZ0|UPP_MOUSE Uracil phosphoribosyltransferase homolo	5	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	12.9	12.9	12.9	33.762	309	309;309;310;277;306	7.0				4.0									2.0												0.0	12.185	By MS/MS	By MS/MS	By MS/MS	By matching	0.8897700000000001	1.245	28.049	4	0	Leave out requantified		0.7983899999999999				1.0902				46.832			1	2	0	1	0	0	0	0	Median	Median	Median	Median	12.9	12.9	4.2	4.2	189680000	115810000	73871000	59253000	45522000	13731000	91273000	52449000	38824000	3320300	0	3320300	35837000	17841000	17996000				13867;18132	True;True	14605;19382	92366;92367;92368;92369;117331;117332	77380;77381;98738;98739	77381;98738			UPRT	['sp|Q95KB0|UPP_MACFA Uracil phosphoribosyltransferase homolog OS=Macaca fascicularis GN=UPRT PE=2 SV=1', 'sp|Q96BW1|UPP_HUMAN Uracil phosphoribosyltransferase homolog OS=Homo sapiens GN=UPRT PE=2 SV=1', 'sp|B1AVZ0|UPP_MOUSE Uracil phosphoribosyltransferase homolo']	UPRT	Q95KB0	-0.3236133336738146		-0.12644288664716058			True
Q5E9M8;B2LU20	Q5E9M8;B2LU20	5;5	1;1	0;0			sp|Q5E9M8|SFXN1_BOVIN Sideroflexin-1 OS=Bos taurus GN=SFXN1 PE=2 SV=3;sp|B2LU20|SFXN1_SHEEP Sideroflexin-1 OS=Ovis aries GN=SFXN1 PE=2 SV=1	2	5	1	0	5	5	2	3	1	1	0	1	0	0	0	0	21.4	2.8	0.0	35.689	322	322;322	20.0																				3.0					0.0074563	5.8723	By matching	By MS/MS	By matching	By matching	0.9071299999999999	1.275	7.3903	3	0	Median													1	1	0	1	0	0	0	0	Median	Median	Median	Median	21.4	21.4	8.1	10.9	669810000	340100000	329710000	280690000	135140000	145550000	356160000	187590000	168570000	0	0	0	32959000	17361000	15597000				7723;9345;17959;21309;23049	True;False;False;False;False	8095;9827;9828;19199;22762;24594	51948;51949;51950;62058;62059;62060;62061;62062;62063;62064;62065;62066;62067;62068;62069;62070;62071;116307;116308;116309;137879;137880;137881;137882;137883;137884;137885;149717;149718;149719;149720;149721;149722;149723	44075;52444;52445;52446;52447;52448;52449;52450;97895;97896;117127;117128;117129;117130;127073;127074;127075;127076;127077;127078;127079;127080	44075;52449;97895;117129;127076	112;113	236;241		['sp|Q5E9M8|SFXN1_BOVIN Sideroflexin-1 OS=Bos taurus GN=SFXN1 PE=2 SV=3', 'sp|B2LU20|SFXN1_SHEEP Sideroflexin-1 OS=Ovis aries GN=SFXN1 PE=2 SV=1']		Q5E9M8	-0.3514901940040202					True
